公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投<br>資比率(%),year,market,出表日期,資料年月,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
8916,光隆,32.74,406.76,350.4,163.77,22.59,10.44,34.96,3.67,99.45,6.88,1.45,7.14,10.74,41.12,4.71,4.1,46.73,65.8,3.29,108,上櫃,,,,,,,,,,,,,
8917,欣泰,55.61,144.82,163.29,157.86,1738.00,9.86,37.01,29.30,12.45,1.13,0.54,8.06,18.15,36.95,14.90,2.99,46.1,99.42,5.89,108,上櫃,,,,,,,,,,,,,
8921,沈氏,15.36,279.15,277.65,229.73,692.87,4.38,83.33,7.58,48.15,1.64,0.53,2.32,2.74,5.3,4.33,0.5,42.24,103.21,2.26,108,上櫃,,,,,,,,,,,,,
8923,時報,44.19,8127.43,166.15,120.36,42.13,3.02,120.86,1.70,214.70,59.38,0.55,4.0,6.93,11.75,7.08,1.0,23.42,126.93,9.58,108,上櫃,,,,,,,,,,,,,
8924,大田,33.62,527.60,281.67,227.59,38.97,7.13,51.19,6.21,58.77,8.03,1.15,14.61,21.14,61.88,12.41,5.81,53.61,72.98,13.95,108,上櫃,,,,,,,,,,,,,
8927,北基,56.92,110.89,83.13,31.98,3.13,169.89,2.14,10.82,33.73,1.68,1.12,1.7,2.42,3.74,1.03,0.28,14.66,11.98,2.85,108,上櫃,,,,,,,,,,,,,
8928,鉅明,65.21,135.01,109.21,75.65,1535.32,3.79,96.30,4.45,82.02,3.42,1.02,8.14,21.6,41.9,6.94,3.3,-2.46,33.32,-8.06,108,上櫃,,,,,,,,,,,,,
8929,富堡,31.59,401.38,269.17,229.46,16.65,5.30,68.86,11.12,32.82,5.42,0.93,0.64,0.78,4.43,0.58,0.25,17.27,145.31,1.42,108,上櫃,,,,,,,,,,,,,
8930,青鋼,34.13,223.27,497.84,421.77,19.73,3.94,92.63,6.07,60.13,1.53,0.62,4.02,5.71,10.54,6.19,0.84,28.86,105.72,0.93,108,上櫃,,,,,,,,,,,,,
8931,大汽電,52.11,197.36,221.29,140.32,28.21,7.64,47.77,6.15,59.34,1.01,0.47,4.39,8.2,14.97,9.01,1.2,24.15,102.92,0.63,108,上櫃,,,,,,,,,,,,,
8932,宏大,49.77,330.90,143.25,87.29,-283.99,4.89,74.64,3.41,107.03,3.87,0.74,-3.27,-7.93,-10.9,-5.77,-1.06,0.0,60.2,0.88,108,上櫃,,,,,,,,,,,,,
8933,愛地雅,73.51,330.20,128.07,72.5,-348.71,4.06,89.90,3.11,117.36,6.63,0.87,-3.99,-20.57,-14.58,-5.92,-1.55,4.31,138.71,6.48,108,上櫃,,,,,,,,,,,,,
8935,邦泰,53.56,137.54,133.16,73.89,1.99,3.35,108.95,3.30,110.60,1.19,0.55,2.09,3.15,1.74,2.59,0.3,-12.92,-48.41,-3.78,108,上櫃,,,,,,,,,,,,,
8936,國統,46.99,531.57,114.46,65.88,4.48,4.20,86.90,1.39,262.58,2.60,0.31,2.64,4.07,11.76,6.64,0.81,0.0,51.71,-5.04,108,上櫃,,,,,,,,,,,,,
8937,合騏,11.52,504.46,623.45,474.77,-98.22,8.67,42.09,2.16,168.98,2.02,0.38,-1.66,-1.87,-2.37,-4.46,-0.2,78.68,97.46,6.37,108,上櫃,,,,,,,,,,,,,
8938,明安,45.49,232.33,179.3,115.21,90.47,4.35,83.90,4.80,76.04,5.89,1.48,8.58,15.42,69.86,5.72,4.55,32.68,90.61,10.63,108,上櫃,,,,,,,,,,,,,
8941,關中,57.35,738.64,111.32,53.76,463.97,4.14,88.16,5.57,65.52,17.22,1.44,3.69,6.15,16.73,1.88,1.9,25.19,50.44,11.99,108,上櫃,,,,,,,,,,,,,
8942,森鉅,28.09,240.22,160.66,117.28,62.88,9.57,38.14,2.60,140.38,1.06,0.43,9.57,26.9,72.01,22.42,6.0,23.49,102.77,4.79,108,上櫃,,,,,,,,,,,,,
9949,琉園,17.17,342.41,580.36,249.59,-14.76,6.84,53.36,0.34,1073.52,1.55,0.4,-3.14,-4.1,-5.12,-8.24,-0.47,-17.15,42.49,-1.63,108,上櫃,,,,,,,,,,,,,
9950,萬國通,73.17,90.64,73.62,39.26,-3.81,8.14,44.84,4.68,77.99,1.09,0.71,-3.0,-15.17,-11.38,-5.26,-1.38,13.33,-5.11,3.86,108,上櫃,,,,,,,,,,,,,
9951,皇田,47.08,204.06,174.49,112.03,13108.20,4.25,85.88,3.58,101.95,3.35,1.04,10.15,20.38,92.33,9.68,7.53,47.5,103.76,14.98,108,上櫃,,,,,,,,,,,,,
9960,邁達康,41.75,7789.26,288.41,239.59,12.83,26.28,13.88,2.63,138.78,60.74,0.56,4.09,6.08,10.27,6.74,0.82,10.92,169.69,1.66,108,上櫃,,,,,,,,,,,,,
9962,有益,26.51,366.20,317.64,90.34,13.92,19.54,18.67,3.01,121.26,8.75,1.76,0.93,1.15,1.6,0.49,0.13,-58.49,58.63,-20.84,108,上櫃,,,,,,,,,,,,,
1240,茂生農經,33.43,367.07,168.9,123.97,56.70,6.15,59.34,8.84,41.28,7.41,1.26,8.27,12.77,53.39,6.41,4.44,26.62,66.53,3.81,109,上櫃,,,,,,,,,,,,,
1258,其祥-KY,77.73,108.47,86.13,81.27,0.77,10.84,33.67,51.82,7.04,1.64,0.97,0.09,-5.98,-2.94,-1.41,-0.43,15.27,19.17,8.16,109,上櫃,,,,,,,,,,,,,
1259,安心,58.4,793.04,142.51,115.65,10.02,60.81,6.00,72.83,5.01,12.91,1.15,3.6,7.91,55.45,2.81,4.96,58.74,184.87,0.21,109,上櫃,,,,,,,,,,,,,
1264,德麥,21.41,373.87,305.88,234.26,27695.22,5.28,69.12,5.24,69.65,5.21,1.16,16.92,21.0,244.78,14.53,16.0,86.35,112.90,10.64,109,上櫃,,,,,,,,,,,,,
1268,漢來美食,61.76,219.45,143.52,120.7,12.68,23.22,15.71,16.35,22.32,4.50,0.8,6.97,17.04,83.72,8.08,7.51,43.50,112.89,9.39,109,上櫃,,,,,,,,,,,,,
1336,台翰,33.52,185.15,211.44,170.8,38.47,4.94,73.88,9.69,37.66,1.87,0.77,8.29,11.66,39.68,10.1,2.48,38.01,87.76,4.71,109,上櫃,,,,,,,,,,,,,
1565,精華,30.06,161.49,230.62,160.93,70.84,6.49,56.24,3.12,116.98,1.26,0.62,9.18,13.08,186.7,14.88,14.78,51.34,84.34,-0.68,109,上櫃,,,,,,,,,,,,,
1569,濱川,54.13,136.97,128.21,85.74,7.17,2.97,122.89,3.04,120.06,1.70,0.71,6.61,13.67,40.03,7.98,3.42,16.69,59.85,7.23,109,上櫃,,,,,,,,,,,,,
1570,力肯,18.59,384.98,435.64,331.7,813.21,4.52,80.75,2.45,148.97,2.68,0.59,5.13,6.21,11.82,8.6,0.93,12.87,97.94,-1.82,109,上櫃,,,,,,,,,,,,,
1580,新麥,32.34,231.05,191.08,127.24,9433.14,6.60,55.30,3.12,116.98,3.16,0.97,10.6,15.48,98.1,10.71,6.79,47.36,130.46,7.77,109,上櫃,,,,,,,,,,,,,
1584,精剛,60.21,170.00,125.7,64.05,3.48,4.87,74.94,1.94,188.14,0.88,0.38,2.14,4.07,4.09,4.25,0.41,27.31,371.26,10.98,109,上櫃,,,,,,,,,,,,,
1586,和勤,61.64,153.38,163.27,103.77,867.34,3.30,110.60,3.61,101.10,1.32,0.59,4.13,9.36,25.36,6.0,1.69,25.43,63.15,7.74,109,上櫃,,,,,,,,,,,,,
1591,駿吉-KY,45.31,125.60,117.21,45.11,11.44,7.64,47.77,3.80,96.05,1.79,0.9,8.4,13.26,17.37,8.62,1.59,-19.44,24.73,-11.90,109,上櫃,,,,,,,,,,,,,
1593,祺驊,25.32,464.53,400.69,324.41,226.36,4.06,89.90,3.90,93.58,3.68,0.73,12.11,15.37,48.99,16.61,4.49,41.75,94.60,-0.27,109,上櫃,,,,,,,,,,,,,
1595,川寶,41.05,358.81,203.07,126.21,417.39,2.98,122.48,1.17,311.96,2.57,0.44,0.4,0.37,5.74,0.51,0.18,17.59,58.66,6.67,109,上櫃,,,,,,,,,,,,,
1599,宏佳騰,30.88,170.06,191.77,131.67,0.00,25.09,14.54,7.87,46.37,3.45,1.38,6.05,8.21,39.76,7.36,3.19,58.77,113.97,18.79,109,上櫃,,,,,,,,,,,,,
1742,台蠟,45.58,287.93,166.53,143.25,0.01,8.46,43.14,1.89,193.12,1.11,0.22,-0.08,-0.75,-0.92,-1.97,-0.09,42.18,-77.28,14.43,109,上櫃,,,,,,,,,,,,,
1777,生泰,30.38,184.48,220.44,154.05,65.96,8.06,45.28,2.00,182.50,1.47,0.54,10.41,15.56,77.48,18.98,6.21,69.61,87.92,13.56,109,上櫃,,,,,,,,,,,,,
1781,合世,56.31,498.66,172.41,120.26,8542.27,10.71,34.08,3.98,91.70,6.10,0.98,25.98,58.28,55.8,26.61,4.34,0.00,11.11,0.00,109,上櫃,,,,,,,,,,,,,
1784,訊聯,25.68,297.54,339.8,295.02,20.52,3.64,100.27,1.10,331.81,1.58,0.46,0.09,0.1,1.29,0.15,0.27,33.05,11.91,3.96,109,上櫃,,,,,,,,,,,,,
1785,光洋科,59.99,283.44,530.41,201.5,5.46,15.49,23.56,2.95,123.72,3.98,1.25,5.12,10.71,22.97,3.31,1.69,47.84,48.73,2.77,109,上櫃,,,,,,,,,,,,,
1788,杏昌,52.1,344.06,167.87,118.68,23.59,2.90,125.86,4.35,83.90,4.59,0.87,8.35,16.71,104.18,9.25,8.72,31.17,82.34,6.33,109,上櫃,,,,,,,,,,,,,
1796,金穎生技,59.68,269.82,462.32,364.18,1.69,5.38,67.84,2.26,161.50,1.22,0.37,1.25,1.15,2.43,1.23,0.16,48.70,87.79,4.19,109,上櫃,,,,,,,,,,,,,
1799,易威,31.07,254.43,629.85,534.7,-10.37,12.95,28.18,9.37,38.95,0.81,0.23,-14.79,-25.31,-13.11,-69.06,-1.3,-328.25,-231.18,-15.82,109,上櫃,,,,,,,,,,,,,
1813,寶利徠,30.54,231.32,145.65,91.03,-115.64,4.81,75.88,2.02,180.69,1.17,0.35,0.32,0.04,-2.0,0.09,0.0,-6.09,63.77,-3.88,109,上櫃,,,,,,,,,,,,,
1815,富喬,54.19,131.98,136.99,84.89,-3.06,3.84,95.05,2.82,129.43,0.33,0.23,-2.41,-7.04,-14.47,-13.97,-1.17,8.27,59.62,1.11,109,上櫃,,,,,,,,,,,,,
2035,唐榮公司,75.93,428.87,130.38,26.76,-6.10,119.85,3.04,3.84,95.05,3.08,0.62,-3.26,-14.75,-18.79,-6.15,-1.9,12.67,67.77,1.07,109,上櫃,,,,,,,,,,,,,
2061,風青,53.86,377.47,166.42,135.92,172.73,2.64,138.25,5.77,63.25,5.90,0.83,1.06,1.06,0.8,0.73,0.1,-3.73,85.41,-3.32,109,上櫃,,,,,,,,,,,,,
2063,世鎧,54.75,162.66,135.47,74.33,14.81,4.71,77.49,1.69,215.97,1.89,0.64,6.88,14.0,28.84,10.05,2.37,29.13,62.57,8.96,109,上櫃,,,,,,,,,,,,,
2064,晉椿,61.35,1.12,0.64,0.44,-3.91,3.79,96.30,4.21,86.69,1.53,0.58,-3.0,-8.81,-14.91,-6.18,-1.49,6.91,29.74,3.71,109,上櫃,,,,,,,,,,,,,
2065,世豐,51.96,262.28,156.08,97.85,24.00,5.68,64.26,3.96,92.17,3.77,0.99,6.97,13.32,42.06,6.75,3.71,0.67,36.85,-6.22,109,上櫃,,,,,,,,,,,,,
2066,世德,52.19,398.75,179.58,76.47,5.87,6.90,52.89,1.59,229.55,4.79,0.74,4.55,8.67,33.98,5.11,2.53,41.20,61.66,22.56,109,上櫃,,,,,,,,,,,,,
2070,精湛,48.82,278.14,180.68,122.87,-8.40,2.85,128.07,0.79,462.02,1.07,0.3,-2.93,-6.18,-18.33,-11.07,-1.45,19.81,77.45,0.63,109,上櫃,,,,,,,,,,,,,
2221,大甲,40.61,192.73,247.54,130.45,21.66,4.05,90.12,1.85,197.29,2.09,0.74,5.29,8.73,21.29,6.96,1.7,19.50,120.20,0.05,109,上櫃,,,,,,,,,,,,,
2230,泰茂,46.93,229.42,134.05,85.31,-3.64,3.27,111.62,2.17,168.20,2.11,0.51,-1.66,-4.0,-6.14,-4.02,-0.48,5.06,97.89,2.33,109,上櫃,,,,,,,,,,,,,
2235,謚源,24.23,199.03,175.63,124.89,40.48,2.64,138.25,3.23,113.00,1.01,0.41,4.31,5.61,24.65,10.18,2.01,39.57,86.24,0.68,109,上櫃,,,,,,,,,,,,,
2596,綠意,33.15,4959.49,282.74,51.96,20.35,8.93,40.87,0.29,1258.62,22.08,0.32,5.65,8.01,24.45,17.41,1.45,7.30,42.92,-0.55,109,上櫃,,,,,,,,,,,,,
2640,大車隊,39.45,185.30,115.94,103.15,60.38,7.76,47.03,6.68,54.64,2.01,0.8,12.02,19.51,67.78,14.8,5.21,67.08,139.53,13.97,109,上櫃,,,,,,,,,,,,,
2641,正德,66.12,92.00,21.67,17.6,2.49,210.34,1.73,75.76,4.81,0.18,0.16,3.27,6.03,6.3,12.73,0.62,45.65,50.20,6.24,109,上櫃,,,,,,,,,,,,,
2643,捷迅,39.93,938.00,256.57,242.96,44.03,5.50,66.36,*****,*****,32.70,2.46,14.52,25.91,86.9,5.77,7.15,46.57,2.24,17.92,109,上櫃,,,,,,,,,,,,,
2718,晶悅,58.55,256.99,149.11,23.3,-1.76,0.44,829.54,0.00,*****,0.01,0.0,-6.34,-13.97,-6.29,-3863.47,-2.89,-25.10,-84.85,-21.94,109,上櫃,,,,,,,,,,,,,
2719,燦星旅,67.91,142.86,130.09,112.11,-15642.36,10.87,33.57,875.50,0.41,2.28,0.62,-34.18,-120.76,-28.21,-54.87,-4.28,-507.19,-341.20,-104.73,109,上櫃,,,,,,,,,,,,,
2724,富驛-KY,99.22,1633.95,49.92,38.63,-680.72,5.81,62.82,1545.75,0.23,0.55,0.11,-9.04,-1069.6,-22.16,-91.14,-2.21,46.71,351.18,50.27,109,上櫃,,,,,,,,,,,,,
2726,雅茗-KY,61.24,523.90,135.66,115.68,4.22,37.85,9.64,8.45,43.19,10.25,0.88,2.6,4.67,15.88,2.09,1.09,88.42,121.12,66.09,109,上櫃,,,,,,,,,,,,,
2729,瓦城,61.82,228.09,108.29,101.68,13.91,16.96,21.52,17.36,21.02,2.83,0.79,6.7,16.81,185.72,7.81,15.95,69.06,119.77,22.51,109,上櫃,,,,,,,,,,,,,
2732,六角,54.01,516.52,121.73,103.5,5.98,14.93,24.44,11.19,32.61,7.04,0.93,4.06,7.46,44.04,3.66,3.08,23.91,102.68,3.82,109,上櫃,,,,,,,,,,,,,
2734,易飛網,57.95,228.37,249.08,199.3,-38.64,18.54,19.68,12.37,29.50,2.58,0.84,-15.21,-32.72,-24.63,-18.44,-2.51,-68.63,25.02,-18.90,109,上櫃,,,,,,,,,,,,,
2736,富野,48.94,161.89,150.29,142.63,3.33,26.59,13.72,74.00,4.93,0.46,0.25,0.98,0.69,9.33,1.37,0.18,67.16,58.47,9.62,109,上櫃,,,,,,,,,,,,,
2740,天蔥,60.15,277.52,142.25,130.59,-37.04,21.67,16.84,41.45,8.80,5.06,0.97,-24.62,-78.36,-30.67,-25.58,-3.36,-45.72,56.00,-9.68,109,上櫃,,,,,,,,,,,,,
2743,山富,30.37,1101.35,268.56,254.34,-24.87,29.11,12.53,5.91,61.75,18.95,1.33,-3.57,-7.41,-12.12,-39.31,-1.25,-91.54,0.26,-24.35,109,上櫃,,,,,,,,,,,,,
2745,五福,22.38,500.92,371.78,323.47,-93.21,6.50,56.15,,,10.42,0.95,-7.54,-16.58,-33.27,-8.04,-2.88,0.00,173.21,-2.02,109,上櫃,,,,,,,,,,,,,
2752,豆府,36.38,400.37,314.38,305.65,77.54,13.41,27.21,44.46,8.20,9.58,1.41,12.59,27.22,124.92,12.79,10.29,135.82,131.99,23.04,109,上櫃,,,,,,,,,,,,,
2754,亞洲藏壽司,59.3,270.53,146.98,140.05,3.66,37.52,9.72,110.53,3.30,3.02,0.99,1.78,3.16,8.74,1.31,0.79,80.18,100.01,15.07,109,上櫃,,,,,,,,,,,,,
2755,揚秦,52.91,142.87,130.14,116.04,20.81,71.89,5.07,26.47,13.78,2.50,1.36,6.83,15.61,45.33,4.77,3.9,54.54,103.06,16.91,109,上櫃,,,,,,,,,,,,,
2756,聯發國際,75.48,150.61,143.44,131.0,9.81,15.67,23.29,8.05,45.34,2.54,0.92,3.13,9.57,22.21,3.01,1.47,46.39,89.04,13.51,109,上櫃,,,,,,,,,,,,,
2916,滿心,21.38,577.88,451.03,176.22,82.31,5.15,70.87,1.24,294.35,7.70,1.12,7.25,9.54,20.23,6.41,1.61,95.20,88.90,10.33,109,上櫃,,,,,,,,,,,,,
2924,宏太-KY,53.38,187.26,116.67,59.54,,7.14,51.12,0.96,380.20,2.72,0.62,-20.73,-41.87,-37.7,-33.95,-3.79,-5.47,77.99,-4.33,109,上櫃,,,,,,,,,,,,,
2926,誠品生活,92.19,98.04,71.02,54.8,151.34,6.14,59.44,4.10,89.02,0.40,0.29,0.97,4.15,23.68,1.1,1.16,30.58,152.75,5.22,109,上櫃,,,,,,,,,,,,,
2937,集雅社,65.97,601.83,156.73,101.92,109.21,6.52,55.98,4.25,85.88,21.42,1.72,6.23,16.73,39.48,3.59,3.15,-1.32,26.46,-7.23,109,上櫃,,,,,,,,,,,,,
2947,振宇五金,73.67,381.70,106.27,35.19,8.54,413.17,0.88,2.82,129.43,4.54,0.88,6.34,23.64,73.47,6.36,6.1,45.61,,32.70,109,上櫃,,,,,,,,,,,,,
3064,泰偉,80.56,198.47,328.29,299.9,-4.58,18.41,19.82,0.11,3318.18,1.31,0.66,-11.12,-48.22,-26.61,-19.68,-2.34,-33.16,-491.55,-4.86,109,上櫃,,,,,,,,,,,,,
3066,李洲,40.45,319.20,93.97,76.95,6.43,2.56,142.57,1.58,231.01,0.87,0.24,3.73,7.33,5.54,13.41,0.54,2.83,-238.63,0.71,109,上櫃,,,,,,,,,,,,,
3067,全域,11.02,516.01,443.12,354.11,-108.00,6.05,60.33,3.30,110.60,1.25,0.32,-12.72,-14.47,-8.02,-40.4,-0.8,-36.09,-74.50,-4.59,109,上櫃,,,,,,,,,,,,,
3071,協禧,49.32,375.09,166.64,140.01,42.70,3.76,97.07,5.85,62.39,4.62,0.74,7.0,13.1,20.24,9.26,1.82,28.79,154.99,9.01,109,上櫃,,,,,,,,,,,,,
3073,天方能源,77.19,408.49,95.32,93.07,0.29,14.50,25.17,43.71,8.35,0.29,0.07,0.42,-4.34,-4.81,-14.52,-0.37,8.81,133.50,18.25,109,上櫃,,,,,,,,,,,,,
3078,僑威,45.12,425.95,200.82,165.63,268.12,3.11,117.36,5.41,67.46,6.02,0.89,12.28,20.86,59.04,13.69,4.55,16.67,109.23,5.64,109,上櫃,,,,,,,,,,,,,
3081,聯亞,16.23,195.75,463.84,421.23,176.56,4.34,84.10,5.72,63.81,0.95,0.5,11.85,14.04,78.1,25.58,6.5,195.91,92.11,10.10,109,上櫃,,,,,,,,,,,,,
3083,網龍,8.39,27228.09,921.08,902.09,,,,,,83.61,0.33,0.98,1.1,2.4,2.95,0.01,-16.28,5.90,-2.03,109,上櫃,,,,,,,,,,,,,
3085,新零售,68.93,59.59,36.13,15.2,-2355.18,5.01,72.85,2.85,128.07,0.82,0.38,-23.29,-172.63,-17.76,-92.68,-2.45,0.00,0.00,0.00,109,上櫃,,,,,,,,,,,,,
3086,華義,28.31,383.44,220.84,201.85,1.27,6.26,58.30,38.87,9.39,1.73,0.38,0.72,0.33,0.29,0.49,0.04,-30.02,-3424.85,-6.23,109,上櫃,,,,,,,,,,,,,
3088,艾訊,34.86,257.20,227.38,149.5,4450.83,6.57,55.55,3.46,105.49,3.96,1.13,7.7,11.72,48.54,6.66,3.73,49.22,62.31,6.45,109,上櫃,,,,,,,,,,,,,
3089,億杰,22.02,505.70,454.98,396.38,-1785.71,4.03,90.57,26.66,13.69,2.73,0.69,-3.9,-5.4,-4.0,-6.55,-0.44,-162.80,1549.70,-39.45,109,上櫃,,,,,,,,,,,,,
3093,港建*,28.79,409.20,293.17,259.22,1621.28,7.88,46.31,11.51,31.71,5.83,1.14,14.52,19.99,57.9,12.74,4.86,73.83,122.62,16.23,109,上櫃,,,,,,,,,,,,,
3095,及成,88.95,47.46,52.66,44.21,-496.60,4.55,80.21,6.89,52.97,0.78,0.45,-6.28,-51.68,-6.0,-16.15,-0.59,5.63,189.83,5.82,109,上櫃,,,,,,,,,,,,,
3105,穩懋,34.68,204.93,260.8,167.42,62.52,11.50,31.73,3.03,120.46,1.24,0.53,13.51,20.49,188.71,25.32,15.45,130.62,99.36,8.86,109,上櫃,,,,,,,,,,,,,
3114,好德,52.23,977.29,165.25,148.43,1334.39,3.13,116.61,13.00,28.07,27.90,1.31,4.63,9.46,21.3,3.27,1.76,6.66,45.41,2.17,109,上櫃,,,,,,,,,,,,,
3115,富榮綱,12.17,1653.16,928.76,925.64,-18.18,3.28,111.28,17.93,20.35,11.62,0.93,-11.18,-15.52,-9.33,-12.5,-1.01,473.19,203.19,25.48,109,上櫃,,,,,,,,,,,,,
3118,進階,31.51,480.23,270.98,240.64,168.22,4.63,78.83,6.57,55.55,6.10,0.87,7.68,11.13,22.35,8.63,1.79,37.06,125.13,5.52,109,上櫃,,,,,,,,,,,,,
3122,笙泉,19.9,252.72,334.65,247.39,-69.40,7.11,51.33,5.83,62.60,3.09,1.0,-2.22,-2.76,-2.9,-2.25,-0.29,-26.49,3.62,0.00,109,上櫃,,,,,,,,,,,,,
3128,昇銳,42.68,204.92,165.17,77.45,12.58,5.77,63.25,2.47,147.77,2.60,0.86,3.03,4.74,8.39,3.25,0.62,18.30,96.24,4.83,109,上櫃,,,,,,,,,,,,,
3131,弘塑,46.03,309.54,159.82,96.21,87.00,7.50,48.66,1.19,306.72,2.38,0.46,7.76,14.04,174.57,15.95,13.92,29.46,80.90,10.62,109,上櫃,,,,,,,,,,,,,
3141,晶宏,39.59,423.12,328.63,253.12,102.00,5.89,61.96,2.11,172.98,5.81,0.79,8.42,12.51,21.74,10.61,1.74,86.86,127.12,17.60,109,上櫃,,,,,,,,,,,,,
3147,大綜,65.67,224.08,122.69,99.22,38.09,3.68,99.18,8.23,44.34,10.10,1.47,6.67,16.6,40.42,4.41,3.35,6.01,68.20,1.07,109,上櫃,,,,,,,,,,,,,
3152,璟德,17.55,148.34,251.18,223.8,,6.84,53.36,6.18,59.06,1.15,0.54,20.54,24.26,150.24,37.85,12.02,135.84,82.94,7.48,109,上櫃,,,,,,,,,,,,,
3162,精確,66.29,188.16,111.16,91.21,2.40,3.57,102.24,5.14,71.01,2.82,0.74,1.63,2.21,1.31,1.13,0.07,14.34,75.15,19.47,109,上櫃,,,,,,,,,,,,,
3163,波若威,38.33,411.11,297.86,262.0,50.72,5.77,63.25,6.42,56.85,5.42,1.08,8.16,13.26,39.36,7.43,3.14,71.70,239.22,15.52,109,上櫃,,,,,,,,,,,,,
3169,亞信,15.3,1751.99,606.14,556.56,323.87,9.50,38.42,5.16,70.73,13.81,0.68,15.19,17.56,38.16,21.93,3.05,152.28,196.96,11.03,109,上櫃,,,,,,,,,,,,,
3171,新洲,47.61,156.22,154.79,144.24,25.84,3.41,107.03,22.21,16.43,2.20,0.9,7.82,14.16,22.17,7.77,2.12,21.11,292.58,4.10,109,上櫃,,,,,,,,,,,,,
3176,基亞,26.87,264.68,323.59,285.77,-38.09,4.13,88.37,1.46,250.00,0.30,0.11,-15.11,-23.59,-63.32,-137.66,-2.43,-73.63,-188.95,-13.54,109,上櫃,,,,,,,,,,,,,
3178,公準,56.56,134.64,129.63,78.3,6.49,5.14,71.01,3.93,92.87,0.97,0.56,5.18,11.13,17.72,8.33,2.34,55.42,69.04,8.98,109,上櫃,,,,,,,,,,,,,
3188,鑫龍騰,66.89,56992.76,189.28,13.28,4.40,2320.38,0.15,0.17,2147.05,196.59,0.17,1.59,3.8,5.32,7.21,0.49,-12.80,-79.52,-15.01,109,上櫃,,,,,,,,,,,,,
3191,和進,63.49,300.98,169.36,130.62,*****,3.47,105.18,4.06,89.90,3.74,0.43,-31.7,-70.92,-30.9,-74.43,-3.12,-82.62,-242.23,-52.85,109,上櫃,,,,,,,,,,,,,
3202,樺晟,59.4,434.85,173.12,126.51,3.97,3.30,110.60,3.99,91.47,9.77,1.05,-0.39,-1.37,3.05,-0.6,-1.35,-12.79,-4.24,-9.16,109,上櫃,,,,,,,,,,,,,
3205,佰研,20.57,514.57,403.4,373.64,-223.24,10.75,33.95,11.40,32.01,4.55,0.72,-9.56,-11.8,-22.58,-13.34,-2.27,-51.20,33.20,-11.42,109,上櫃,,,,,,,,,,,,,
3206,志豐,59.14,316.75,145.19,116.57,226.50,3.10,117.74,7.59,48.08,9.62,1.35,6.92,15.7,37.64,4.61,2.9,7.45,69.17,-0.34,109,上櫃,,,,,,,,,,,,,
3207,耀勝,62.49,171.47,96.71,64.16,-4.27,4.13,88.37,6.89,52.97,5.37,1.34,-3.3,-9.17,-4.04,-2.84,-0.39,5.07,-18.05,4.91,109,上櫃,,,,,,,,,,,,,
3211,順達,60.92,719.99,179.83,143.31,2868.38,4.58,79.69,8.71,41.90,12.35,1.08,6.03,14.47,91.16,5.35,7.02,15.16,54.45,2.27,109,上櫃,,,,,,,,,,,,,
3213,茂訊,29.55,657.66,320.87,165.08,594.19,18.33,19.91,2.78,131.29,12.05,1.29,14.56,21.04,71.87,11.07,5.51,30.07,80.79,-4.46,109,上櫃,,,,,,,,,,,,,
3217,優群,20.84,564.76,331.42,278.46,1700.39,3.13,116.61,3.79,96.30,4.40,0.72,16.86,22.05,84.31,23.54,7.2,87.79,117.34,8.75,109,上櫃,,,,,,,,,,,,,
3218,大學光,35.65,244.84,217.95,197.96,56.04,5.70,64.03,11.45,31.87,2.28,0.71,16.95,25.93,79.1,23.58,6.35,109.78,135.87,20.28,109,上櫃,,,,,,,,,,,,,
3219,倚強科,1.23,99985.03,9053.46,9042.68,7190.38,3.25,112.30,4.84,75.41,42.62,0.18,4.87,5.26,6.71,27.04,0.76,580.45,,6.47,109,上櫃,,,,,,,,,,,,,
3221,台嘉碩,32.93,278.30,213.99,157.63,-12.52,4.55,80.21,3.04,120.06,2.88,0.8,-2.36,-3.83,-7.86,-3.17,-0.68,16.10,80.63,2.46,109,上櫃,,,,,,,,,,,,,
3224,三顧,38.83,559.75,244.84,215.26,-14.77,5.49,66.48,16.31,22.37,7.25,1.05,-5.19,-8.6,-15.89,-5.23,-1.42,-7.01,-14.28,-1.85,109,上櫃,,,,,,,,,,,,,
3226,至寶電,40.63,506.72,188.68,167.42,205534.69,4.63,78.83,12.19,29.94,9.68,1.29,16.75,26.09,62.49,12.97,5.02,54.96,116.31,18.58,109,上櫃,,,,,,,,,,,,,
3227,原相,24.77,1393.56,310.28,275.24,320.10,7.16,50.97,4.01,91.02,13.67,0.77,13.72,18.04,125.52,17.66,10.6,69.59,122.36,9.76,109,上櫃,,,,,,,,,,,,,
