公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投<br>資比率(%),year,market,出表日期,資料年月,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
3494,誠研,53.58,102.23,65.0,8.26,-7.89,22.76,16.03,1.24,294.35,0.29,0.19,-9.52,-21.03,-20.28,-53.69,-1.57,-14.3,-71.18,-2.53,110,上市,,,,,,,,,,,,,
3501,維熹,28.56,299.24,322.48,194.43,89.64,3.49,104.58,2.25,162.22,2.75,0.69,4.33,5.81,42.22,6.19,2.92,0.0,58.84,-3.74,110,上市,,,,,,,,,,,,,
3504,揚明光,46.4,215.38,205.55,147.95,3.88,6.30,57.93,5.56,65.64,2.13,0.79,0.72,0.84,4.54,0.59,0.23,-9.37,47.7,0.0,110,上市,,,,,,,,,,,,,
3515,華擎,44.7,3455.98,219.9,78.33,3718.07,11.15,32.73,1.83,199.45,81.97,1.43,17.25,31.39,248.93,12.05,19.67,14.6,28.12,0.67,110,上市,,,,,,,,,,,,,
3518,柏騰,24.55,607.86,377.86,371.75,9.11,1.75,208.57,44.86,8.13,2.35,0.39,2.54,2.95,13.09,5.16,0.52,31.54,26.39,3.57,110,上市,,,,,,,,,,,,,
3528,安馳,63.21,14042.90,149.56,72.87,22.78,5.23,69.78,8.58,42.54,475.51,1.51,7.54,17.86,57.06,4.78,4.57,-16.28,3.71,-37.82,110,上市,,,,,,,,,,,,,
3530,晶相光,29.6,613.40,345.74,165.53,24856.38,168.20,2.17,2.20,165.90,7.99,1.16,21.59,30.02,114.45,18.54,9.61,58.3,45.94,10.5,110,上市,,,,,,,,,,,,,
3532,台勝科,12.09,239.98,600.02,474.88,4283.11,5.93,61.55,3.28,111.28,1.32,0.52,6.03,6.85,43.61,11.6,3.64,156.6,152.7,5.59,110,上市,,,,,,,,,,,,,
3533,嘉澤,31.66,282.10,242.13,181.67,16140.83,2.72,134.19,3.50,104.28,15.04,3.74,15.29,22.87,428.4,16.23,33.32,38.4,75.53,5.89,110,上市,,,,,,,,,,,,,
3535,晶彩科,55.95,306.11,184.75,148.29,14.37,2.89,126.29,3.41,107.03,3.36,0.61,4.48,10.49,12.73,6.87,1.22,46.36,132.28,33.52,110,上市,,,,,,,,,,,,,
3536,誠創,90.21,99.68,76.13,41.38,-3.04,4.62,79.00,2.67,136.70,0.92,0.44,-5.87,-56.29,-9.41,-16.56,-0.88,-9.63,9.34,-5.55,110,上市,,,,,,,,,,,,,
3543,州巧,41.66,351.12,293.36,262.42,17.16,3.05,119.67,11.31,32.27,3.45,0.64,3.39,6.18,28.41,4.92,1.97,-15.98,85.79,-6.05,110,上市,,,,,,,,,,,,,
3545,敦泰,46.12,765.38,282.53,220.47,60061.12,9.00,40.55,4.04,90.34,11.6,1.17,32.42,57.03,351.61,27.72,30.23,38.23,91.01,9.66,110,上市,,,,,,,,,,,,,
3550,聯穎,55.81,474.76,197.37,164.44,7.25,2.65,137.73,10.10,36.13,9.84,1.14,2.36,4.26,16.69,1.69,0.96,,50.02,,110,上市,,,,,,,,,,,,,
3557,嘉威,55.08,319.85,127.36,71.99,1340.26,5.63,64.83,3.04,120.06,6.12,1.1,13.15,30.06,75.19,10.98,7.74,14.43,69.77,0.0,110,上市,,,,,,,,,,,,,
3563,牧德,34.39,1271.38,337.4,300.46,170.42,1.99,183.41,2.77,131.76,10.22,0.67,20.23,29.7,233.63,30.05,18.51,71.79,109.65,8.52,110,上市,,,,,,,,,,,,,
3576,聯合再生,49.28,282.92,192.89,145.21,-2.43,5.54,65.88,3.64,100.27,1.53,0.45,-3.23,-8.7,-8.24,-9.38,-0.84,16.74,27.19,3.0,110,上市,,,,,,,,,,,,,
3583,辛耘,62.43,268.70,123.12,65.95,169.31,4.82,75.72,1.84,198.36,3.74,0.71,6.44,14.06,64.57,8.97,5.23,31.02,106.82,39.12,110,上市,,,,,,,,,,,,,
3588,通嘉,24.16,355.28,330.98,236.83,1607.40,8.12,44.95,3.11,117.36,4.53,0.98,17.39,22.1,71.41,15.41,6.37,80.47,70.92,17.44,110,上市,,,,,,,,,,,,,
3591,艾笛森,31.2,198.66,292.34,238.17,8.17,4.58,79.69,4.83,75.56,1.47,0.54,3.68,4.7,11.1,6.07,1.0,17.23,81.68,1.93,110,上市,,,,,,,,,,,,,
3592,瑞鼎,52.95,2379.83,195.57,169.84,6544.50,5.19,70.32,7.53,48.47,75.34,1.74,30.11,62.35,760.54,17.27,65.09,68.52,128.69,47.15,110,上市,,,,,,,,,,,,,
3593,力銘,57.99,170.97,80.97,63.97,-1.04,3.41,107.03,9.38,38.91,2.6,0.79,-1.47,-5.67,-4.57,-3.24,0.02,13.9,97.65,6.87,110,上市,,,,,,,,,,,,,
3596,智易,61.88,356.79,139.34,77.52,99.13,5.24,69.65,3.21,113.70,12.18,1.22,5.52,13.68,104.98,4.45,8.6,0.0,51.66,-9.17,110,上市,,,,,,,,,,,,,
3605,宏致,57.02,314.47,167.14,128.19,1385.49,4.16,87.74,5.77,63.25,4.16,0.91,4.72,10.21,43.81,4.83,4.16,22.89,74.09,9.45,110,上市,,,,,,,,,,,,,
3607,谷崧,39.35,264.10,193.68,153.1,-11.28,2.94,124.14,6.08,60.03,4.08,0.99,-6.5,-11.54,-23.55,-7.66,-2.22,-4.92,22.17,-1.2,110,上市,,,,,,,,,,,,,
3617,碩天,61.39,320.77,141.07,78.17,-0.68,4.92,74.18,1.98,184.34,5.13,0.85,-0.24,-1.21,-7.05,-0.59,-0.89,0.0,34.14,-9.62,110,上市,,,,,,,,,,,,,
3622,洋華,12.82,637.28,795.84,730.78,8238.52,5.48,66.60,3.39,107.66,1.67,0.26,5.3,5.61,17.48,20.46,1.85,11.22,21.37,-0.99,110,上市,,,,,,,,,,,,,
3645,達邁,45.79,124.51,156.04,93.8,1341.31,4.39,83.14,3.74,97.59,0.69,0.45,6.1,10.35,28.61,12.31,2.32,53.58,72.84,5.72,110,上市,,,,,,,,,,,,,
3652,精聯,24.8,514.69,363.81,256.0,39.48,4.94,73.88,4.01,91.02,6.69,1.18,2.68,3.64,10.47,2.2,1.03,18.83,112.77,4.22,110,上市,,,,,,,,,,,,,
3653,健策,40.75,232.43,293.55,199.21,50.86,4.22,86.49,2.60,140.38,2.07,0.71,10.13,16.12,130.25,14.07,9.88,31.44,48.15,1.19,110,上市,,,,,,,,,,,,,
3661,世芯-KY,21.95,1178.13,407.1,329.26,735.00,12.80,28.51,5.99,60.93,12.28,0.93,13.34,20.93,268.94,14.29,21.34,12.17,117.98,-0.84,110,上市,,,,,,,,,,,,,
3665,貿聯-KY,40.53,422.26,193.72,120.07,28.11,4.68,77.99,3.66,99.72,8.06,1.19,8.8,14.23,192.16,7.08,15.22,3.44,45.65,-4.79,110,上市,,,,,,,,,,,,,
3669,圓展,30.18,243.68,185.99,123.57,126.46,8.65,42.19,2.27,160.79,2.99,0.83,14.76,21.14,79.72,17.69,7.02,41.0,85.54,0.75,110,上市,,,,,,,,,,,,,
3673,TPK-KY,54.51,287.47,203.03,160.27,3.30,8.19,44.56,9.90,36.86,5.42,1.28,1.95,3.04,36.27,1.06,2.63,5.84,1.52,1.1,110,上市,,,,,,,,,,,,,
3679,新至陞,51.46,450.05,212.47,193.41,37.83,3.04,120.06,6.64,54.96,3.41,0.54,7.05,13.68,131.61,12.56,9.7,57.81,114.93,12.04,110,上市,,,,,,,,,,,,,
3682,亞太電,35.64,358.39,35.18,26.95,-56.97,8.33,43.81,13.14,27.77,1.34,0.29,-12.55,-18.17,-11.37,-42.49,-1.35,-0.57,23.4,-0.1,110,上市,,,,,,,,,,,,,
3686,達能,4.56,*****,2048.7,2047.53,-14.00,*****,*****,*****,*****,229.92,0.31,-2.06,-2.65,-1.81,-8.42,-0.18,-136.66,22.47,0.0,110,上市,,,,,,,,,,,,,
3694,海華,67.43,150.30,116.83,70.57,17.53,4.71,77.49,5.40,67.59,8.84,1.86,5.26,15.77,21.62,2.7,2.05,0.0,26.81,0.0,110,上市,,,,,,,,,,,,,
3701,大眾控,51.15,1010.56,220.3,123.68,1187.00,4.34,84.10,3.42,106.72,16.21,1.18,5.16,9.97,18.91,4.06,1.32,-7.64,34.93,-3.18,110,上市,,,,,,,,,,,,,
3702,大聯大,75.25,696.26,135.25,86.57,9.66,6.29,58.02,10.25,35.60,54.07,2.98,4.91,16.92,75.44,1.48,6.61,-10.45,5.24,-23.03,110,上市,,,,,,,,,,,,,
3703,欣陸,60.54,925.56,155.05,56.52,16.87,8.43,43.29,0.80,456.25,7.98,0.39,3.0,6.83,26.56,6.96,2.22,8.71,33.25,5.83,110,上市,,,,,,,,,,,,,
3704,合勤控,56.9,698.55,189.04,121.07,50.36,4.51,80.93,3.53,103.39,15.61,1.25,5.46,12.5,31.7,4.27,2.49,2.16,37.73,-0.11,110,上市,,,,,,,,,,,,,
3705,永信,43.48,198.68,174.76,85.1,3427.49,4.54,80.39,1.38,264.49,1.8,0.63,6.34,11.32,37.48,9.69,2.77,26.49,73.36,2.88,110,上市,,,,,,,,,,,,,
3706,神達,31.09,779.35,176.03,95.62,789.56,7.68,47.52,3.19,114.42,5.42,0.63,17.93,25.08,155.0,28.35,10.01,-0.92,37.14,-2.0,110,上市,,,,,,,,,,,,,
3708,上緯投控,54.99,314.64,159.2,136.98,2.12,1.94,188.14,8.32,43.87,2.89,0.8,2.18,3.37,13.1,2.04,2.01,7.77,35.15,1.28,110,上市,,,,,,,,,,,,,
3711,日月光投控,59.19,192.61,138.61,102.31,29.70,5.50,66.36,7.87,46.37,2.4,0.91,10.86,25.94,182.22,11.58,14.4,38.75,90.01,7.57,110,上市,,,,,,,,,,,,,
3712,永崴投控,51.15,425.63,167.53,124.74,8.04,8.78,41.57,8.46,43.14,3.27,0.47,3.02,6.21,34.5,5.57,1.76,-34.22,-12.11,-17.78,110,上市,,,,,,,,,,,,,
3714,富采,28.98,251.55,220.74,174.04,20.51,3.32,109.93,6.51,56.06,1.61,0.55,3.01,4.03,34.49,5.21,3.21,27.61,89.32,4.66,110,上市,,,,,,,,,,,,,
4104,佳醫,35.48,1594.68,187.84,166.43,100.73,4.29,85.08,5.90,61.86,11.22,0.45,5.01,7.47,61.9,10.98,4.3,19.07,72.54,3.36,110,上市,,,,,,,,,,,,,
4106,雃博,34.27,305.91,181.72,114.01,19.00,6.79,53.75,2.63,138.78,3.11,0.77,3.5,4.9,13.68,4.31,1.01,2.17,91.41,-1.4,110,上市,,,,,,,,,,,,,
4108,懷特,3.3,863.45,2878.17,2554.13,-23484.20,9.91,36.83,0.53,688.67,0.64,0.07,-4.45,-4.67,-4.81,-56.54,-0.4,-121.38,-59.67,-2.61,110,上市,,,,,,,,,,,,,
4119,旭富,20.75,164.06,186.82,142.76,1598.71,4.11,88.80,1.94,188.14,0.48,0.2,1.27,1.68,6.87,6.44,0.58,37.47,112.37,6.49,110,上市,,,,,,,,,,,,,
4133,亞諾法,5.56,450.70,1253.53,570.15,14853.66,7.20,50.69,0.27,1351.85,1.6,0.35,2.22,2.34,5.99,6.28,0.47,148.08,284.58,4.61,110,上市,,,,,,,,,,,,,
4137,麗豐-KY,50.24,497.99,221.03,204.95,4958.41,1133.25,0.32,1.81,201.65,3.91,0.55,14.56,28.83,258.31,25.71,17.05,51.92,148.41,16.33,110,上市,,,,,,,,,,,,,
4142,國光生,20.35,216.50,1118.89,882.78,2.05,16.23,22.48,2.03,179.80,0.45,0.2,0.69,0.69,1.0,2.77,0.1,133.02,187.93,4.23,110,上市,,,,,,,,,,,,,
4148,全宇生技-KY,19.91,434.27,409.62,247.03,7188.05,4.05,90.12,2.78,131.29,4.85,0.79,7.22,9.96,50.22,9.02,3.09,-12.04,35.68,-5.05,110,上市,,,,,,,,,,,,,
4155,訊映,39.45,321.35,212.55,150.68,671.00,3.65,100.00,2.97,122.89,2.01,0.47,1.38,1.83,4.86,2.49,0.46,14.67,55.57,2.99,110,上市,,,,,,,,,,,,,
4164,承業醫,49.76,204.12,254.6,196.13,705.98,2.40,152.08,2.17,168.20,0.45,0.2,3.69,6.18,30.49,15.59,2.43,46.61,94.81,3.04,110,上市,,,,,,,,,,,,,
4190,佐登-KY,72.97,190.09,88.11,78.0,7.06,15.96,22.86,2.21,165.15,1.15,0.36,4.35,13.42,62.97,10.36,4.98,29.08,125.63,20.35,110,上市,,,,,,,,,,,,,
4306,炎洲,63.66,169.39,112.65,57.39,4.33,5.66,64.48,1.84,198.36,2.01,0.57,3.37,8.1,16.5,4.95,1.47,-0.6,87.56,-3.01,110,上市,,,,,,,,,,,,,
4414,如興,55.46,267.42,106.1,53.64,-611.02,4.95,73.73,3.49,104.58,4.4,0.8,-8.22,-19.78,-23.68,-11.58,-2.31,10.96,133.01,8.06,110,上市,,,,,,,,,,,,,
4426,利勤,45.03,143.09,192.63,147.13,-22.17,4.36,83.71,3.76,97.07,0.22,0.13,-7.17,-12.72,-26.88,-57.8,-2.15,-22.3,89.69,-2.25,110,上市,,,,,,,,,,,,,
4438,廣越,43.45,307.07,173.07,98.54,20.06,8.66,42.14,3.09,118.12,4.57,0.94,5.54,8.78,94.23,5.58,6.1,-21.93,28.02,-12.96,110,上市,,,,,,,,,,,,,
4439,冠星-KY,48.66,331.41,164.88,96.69,68.67,7.03,51.92,5.40,67.59,9.39,1.67,7.69,13.7,131.0,4.53,10.72,-12.32,68.11,-17.07,110,上市,,,,,,,,,,,,,
4440,宜新實業,28.84,152.00,342.82,250.59,42.51,6.93,52.66,7.29,50.06,1.43,0.9,15.84,25.35,56.21,17.1,5.06,117.87,61.8,13.21,110,上市,,,,,,,,,,,,,
4526,東台,64.84,268.22,138.43,66.6,3.42,2.88,126.73,1.48,246.62,3.06,0.6,1.44,2.81,8.8,1.62,0.68,1.65,43.53,1.24,110,上市,,,,,,,,,,,,,
4532,瑞智,60.83,209.65,149.07,116.74,9.99,3.00,121.66,7.81,46.73,3.19,0.81,2.07,5.01,13.78,2.29,1.08,20.1,116.7,9.93,110,上市,,,,,,,,,,,,,
4536,拓凱,46.76,280.99,209.34,161.85,56.56,5.13,71.15,3.33,109.60,3.42,0.81,7.91,14.36,161.1,9.57,9.16,23.91,105.11,6.44,110,上市,,,,,,,,,,,,,
4540,全球傳動,52.32,259.99,230.71,101.46,11.28,3.06,119.28,1.48,246.62,1.62,0.51,4.06,7.52,34.6,7.22,2.52,14.5,54.79,2.93,110,上市,,,,,,,,,,,,,
4545,銘鈺,44.32,185.95,181.37,131.11,12.09,4.13,88.37,4.15,87.95,1.94,0.7,3.13,5.23,14.93,4.12,1.16,14.45,37.46,3.08,110,上市,,,,,,,,,,,,,
4551,智伸科,41.04,167.65,155.96,105.79,65.22,3.61,101.10,3.95,92.40,1.94,0.72,9.97,18.01,136.25,13.65,10.47,34.87,66.36,10.08,110,上市,,,,,,,,,,,,,
4552,力達-KY,24.32,186.32,301.66,272.86,75.14,5.11,71.42,12.43,29.36,1.7,71.51,5.19,6.84,45.58,7.25,3.13,40.4,64.65,6.25,110,上市,,,,,,,,,,,,,
4555,氣立,38.21,171.53,254.7,113.89,16.98,4.23,86.28,1.38,264.49,0.96,0.44,5.65,8.99,43.77,12.14,3.5,19.66,40.7,1.37,110,上市,,,,,,,,,,,,,
4557,永新-KY,40.55,237.40,187.82,141.47,58.24,9.87,36.98,13.30,27.44,11.84,3.04,31.63,49.65,58.26,10.22,5.16,-7.99,62.51,-8.68,110,上市,,,,,,,,,,,,,
4560,強信-KY,31.0,352.46,243.52,168.08,52.84,2.72,134.19,2.61,139.84,3.45,0.68,8.09,12.42,35.29,11.66,2.95,20.64,103.95,3.73,110,上市,,,,,,,,,,,,,
4562,穎漢,60.02,208.08,168.76,90.44,-5.64,2.28,160.08,0.74,493.24,1.06,0.3,-4.34,-13.12,-15.11,-16.57,-2.01,-2.26,-14.36,-1.21,110,上市,,,,,,,,,,,,,
4564,元翎,44.82,143.54,165.08,119.86,10.84,5.16,70.73,4.91,74.33,0.5,0.31,4.39,7.21,22.17,12.89,1.75,22.04,107.93,0.02,110,上市,,,,,,,,,,,,,
4566,時碩工業,63.59,269.50,141.78,98.57,1469.48,3.78,96.56,3.53,103.39,3.23,0.71,2.97,7.13,29.81,3.87,2.35,6.97,56.52,3.1,110,上市,,,,,,,,,,,,,
4571,鈞興-KY,26.57,279.98,261.56,168.3,201.15,3.25,112.30,3.32,109.93,3.66,0.92,13.32,18.63,83.73,14.38,8.18,18.62,52.23,-0.69,110,上市,,,,,,,,,,,,,
4572,駐龍,13.08,497.90,1666.3,1212.01,42.71,3.83,95.30,0.78,467.94,1.03,0.19,2.69,3.01,17.97,13.3,1.5,52.22,133.09,1.65,110,上市,,,,,,,,,,,,,
4576,大銀微系統,34.63,148.00,216.56,118.22,34.08,6.30,57.93,1.76,207.38,0.97,0.56,5.91,8.8,31.82,10.25,2.48,51.03,49.45,9.03,110,上市,,,,,,,,,,,,,
4581,光隆精密-KY,35.72,387.82,174.75,104.26,44.22,5.90,61.86,2.59,140.92,3.96,0.74,6.13,9.21,30.25,8.04,2.38,8.63,97.44,-2.11,110,上市,,,,,,,,,,,,,
4583,台灣精銳,32.6,245.31,314.63,246.68,49.72,9.36,38.99,0.96,380.20,0.87,0.31,8.41,11.47,144.83,26.21,11.83,72.45,181.4,8.33,110,上市,,,,,,,,,,,,,
4720,德淵,59.05,179.51,144.09,90.02,505.71,5.25,69.52,4.70,77.65,3.56,1.12,1.49,2.47,5.72,1.02,0.3,-1.06,20.17,-0.58,110,上市,,,,,,,,,,,,,
4722,國精化,39.8,237.20,229.96,138.41,95.00,4.18,87.32,4.26,85.68,4.1,1.22,9.41,13.82,48.28,7.61,3.73,18.7,72.95,0.66,110,上市,,,,,,,,,,,,,
4737,華廣,54.51,127.41,104.53,53.38,4.91,4.26,85.68,1.79,203.91,0.71,0.4,2.31,4.3,11.97,4.82,1.45,20.28,56.95,3.24,110,上市,,,,,,,,,,,,,
4739,康普,46.43,187.36,217.81,109.65,25.85,10.01,36.46,4.08,89.46,1.83,0.84,5.37,9.5,56.58,6.11,4.67,-24.45,16.67,0.0,110,上市,,,,,,,,,,,,,
4746,台耀,36.74,164.64,151.71,79.66,39.77,4.03,90.57,1.14,320.17,0.54,0.28,9.6,16.19,90.43,33.21,10.92,13.04,27.33,2.49,110,上市,,,,,,,,,,,,,
4755,三福化,36.48,191.79,156.93,112.15,104.68,3.55,102.81,6.44,56.67,2.36,0.8,11.36,16.88,82.36,14.07,6.69,13.0,75.86,-0.22,110,上市,,,,,,,,,,,,,
4763,材料-KY,54.95,178.82,156.39,112.26,1141.95,4.91,74.33,6.30,57.93,2.51,0.81,11.57,22.19,62.39,13.27,6.23,33.17,61.37,6.31,110,上市,,,,,,,,,,,,,
4764,雙鍵,52.51,210.79,214.52,167.83,9.18,4.59,79.52,4.90,74.48,1.94,0.66,2.46,4.76,18.51,3.49,1.32,3.45,65.53,0.48,110,上市,,,,,,,,,,,,,
4766,南寶,37.25,396.73,198.86,149.48,22.95,4.29,85.08,5.41,67.46,3.81,0.79,4.27,6.77,99.74,5.17,7.26,2.15,56.05,0.0,110,上市,,,,,,,,,,,,,
4770,上品,32.08,431.99,333.67,257.42,473.94,3.89,93.83,1.94,188.14,2.68,0.47,15.03,23.02,151.25,25.2,13.94,74.86,100.6,17.64,110,上市,,,,,,,,,,,,,
4807,日成-KY,34.64,367.39,271.31,188.23,2561.70,4.13,88.37,4.47,81.65,6.66,1.2,8.23,13.12,52.87,6.59,3.32,12.49,62.44,2.25,110,上市,,,,,,,,,,,,,
4904,遠傳,62.35,354.11,78.37,65.51,17.36,9.08,40.19,9.04,40.37,2.18,0.49,5.6,13.75,34.01,10.82,2.8,105.74,84.18,10.53,110,上市,,,,,,,,,,,,,
4906,正文,41.06,343.78,149.06,99.83,4946.59,3.70,98.64,5.06,72.13,6.74,1.31,4.05,6.69,19.76,2.97,1.89,-7.11,2.12,-8.29,110,上市,,,,,,,,,,,,,
4912,聯德控股-KY,61.76,372.17,213.15,181.58,30.50,3.06,119.28,6.30,57.93,5.11,0.79,6.68,16.42,100.43,7.33,7.51,20.91,87.27,4.85,110,上市,,,,,,,,,,,,,
4915,致伸,66.77,275.38,125.22,75.24,18.09,5.24,69.65,5.32,68.60,10.13,1.48,5.24,14.98,66.55,3.34,5.13,5.87,68.26,1.21,110,上市,,,,,,,,,,,,,
4916,事欣科,59.59,832.43,100.2,46.16,6.79,5.39,67.71,2.12,172.16,11.73,0.69,4.25,8.78,11.93,5.07,1.29,0.0,34.76,0.0,110,上市,,,,,,,,,,,,,
4919,新唐,54.79,468.50,224.06,150.8,5244.73,9.78,37.32,3.54,103.10,7.02,1.24,8.97,21.72,84.46,7.09,7.27,41.86,158.04,3.74,110,上市,,,,,,,,,,,,,
4927,泰鼎-KY,62.46,107.40,101.92,59.9,32.73,3.66,99.72,3.73,97.85,1.67,0.84,8.09,18.34,75.6,9.35,7.25,12.65,62.4,3.4,110,上市,,,,,,,,,,,,,
4930,燦星網,52.33,1239.35,269.86,237.9,8.99,6.86,53.20,8.01,45.56,13.4,0.75,6.11,12.34,71.93,7.22,3.19,55.21,102.77,10.72,110,上市,,,,,,,,,,,,,
4934,太極,55.18,176.05,118.68,96.43,-28.18,19.65,18.57,6.38,57.21,1.04,0.4,-22.02,-51.69,-39.21,-58.51,-4.19,-44.72,-3.53,-14.28,110,上市,,,,,,,,,,,,,
4935,茂林-KY,37.96,267.19,220.68,183.91,87.74,4.06,89.90,7.17,50.90,3.26,0.88,10.44,17.16,102.67,11.72,9.74,33.26,89.91,4.08,110,上市,,,,,,,,,,,,,
4938,和碩,71.29,346.08,131.79,96.17,30.27,5.33,68.48,7.48,48.79,18.12,1.86,3.79,12.72,105.37,1.98,7.71,14.82,50.64,15.11,110,上市,,,,,,,,,,,,,
4942,嘉彰,29.51,532.69,276.73,254.19,271.38,2.65,137.73,14.59,25.01,5.68,0.77,8.46,11.74,92.2,10.42,6.38,30.22,149.78,5.97,110,上市,,,,,,,,,,,,,
4943,康控-KY,76.5,65.04,58.02,38.75,-3235.40,0.82,445.12,4.67,78.15,0.89,0.41,-47.94,-117.69,-248.23,-119.1,-24.11,21.74,44.67,13.7,110,上市,,,,,,,,,,,,,
4952,凌通,32.75,546.71,276.44,204.74,382.60,5.94,61.44,3.66,99.72,7.24,1.09,20.04,28.57,73.64,18.4,6.05,85.46,97.9,20.75,110,上市,,,,,,,,,,,,,
4956,光鋐,37.35,197.51,354.98,237.41,24.39,2.20,165.90,3.54,103.10,1.35,0.61,5.19,7.58,15.98,8.17,1.44,37.45,32.41,2.79,110,上市,,,,,,,,,,,,,
4958,臻鼎-KY,42.01,161.35,168.66,130.03,31.88,4.34,84.10,7.58,48.15,2.01,0.82,7.5,12.59,171.26,8.83,10.21,24.72,59.49,5.13,110,上市,,,,,,,,,,,,,
4960,誠美材,33.48,275.05,246.52,186.93,1220.88,3.89,93.83,3.80,96.05,2.79,0.73,5.43,7.6,12.3,6.85,1.15,2.29,-22.31,0.48,110,上市,,,,,,,,,,,,,
4961,天鈺,28.44,2414.10,321.01,270.56,63374.42,6.81,53.59,4.90,74.48,45.87,1.36,38.14,60.39,417.41,27.94,33.83,60.14,168.39,20.42,110,上市,,,,,,,,,,,,,
4967,十銓,36.66,1239.08,259.79,80.0,-7.38,14.09,25.90,3.15,115.87,38.48,2.05,-2.18,-4.77,-10.84,-1.2,-1.02,0.0,32.73,0.0,110,上市,,,,,,,,,,,,,
4968,立積,27.41,1261.63,322.27,160.9,438.27,5.30,68.86,2.84,128.52,33.08,1.53,13.4,20.31,59.56,8.76,5.26,18.5,40.71,-3.61,110,上市,,,,,,,,,,,,,
4976,佳凌,20.97,341.21,625.98,492.43,2.96,4.14,88.16,3.30,110.60,1.71,0.54,0.3,0.27,0.51,0.37,0.05,25.25,59.55,1.74,110,上市,,,,,,,,,,,,,
4977,眾達-KY,19.98,455.65,375.5,233.51,118.34,7.97,45.79,2.78,131.29,4.48,0.8,8.32,10.48,38.06,10.32,3.88,93.01,74.96,5.37,110,上市,,,,,,,,,,,,,
4989,榮科,23.8,659.74,401.81,304.09,278.98,4.84,75.41,7.29,50.06,10.81,1.58,19.96,25.25,51.28,12.58,3.77,65.18,83.61,5.5,110,上市,,,,,,,,,,,,,
4994,傳奇,28.35,55019.86,438.39,436.73,2468.87,12.05,30.29,,,731.36,1.19,5.83,8.0,12.88,4.71,1.23,-68.94,94.41,-18.88,110,上市,,,,,,,,,,,,,
4999,鑫禾,18.78,334.82,412.29,352.63,155.05,2.41,151.45,4.98,73.29,2.78,0.7,4.21,5.18,36.33,5.97,2.44,69.12,91.33,6.73,110,上市,,,,,,,,,,,,,
5007,三星,18.04,242.12,448.99,248.09,2485.78,5.68,64.26,2.96,123.31,2.37,0.84,12.48,15.05,42.79,14.14,3.33,37.91,83.88,-1.37,110,上市,,,,,,,,,,,,,
5203,訊連,31.73,595.28,290.63,286.79,-338787.16,17.78,20.52,41.75,8.74,3.47,0.4,-12.37,-17.26,-64.84,-35.68,-7.21,15.64,139.46,5.02,110,上市,,,,,,,,,,,,,
5215,科嘉-KY,28.05,448.46,335.74,303.17,19069.79,2.47,147.77,7.63,47.83,5.47,0.86,12.86,17.78,118.79,14.95,8.76,81.01,89.07,8.06,110,上市,,,,,,,,,,,,,
5222,全訊,14.31,635.50,767.2,608.12,15898.80,9.60,38.02,1.25,292.00,3.32,0.52,14.16,17.18,44.95,26.9,4.04,157.02,113.75,14.44,110,上市,,,,,,,,,,,,,
5225,東科-KY,73.77,206.40,117.74,80.21,9.92,4.72,77.33,6.80,53.67,9.92,1.46,6.23,25.84,52.42,3.91,6.03,-20.51,8.44,-39.09,110,上市,,,,,,,,,,,,,
5234,達興材料,34.03,218.59,237.92,205.39,194.97,3.47,105.18,9.04,40.37,3.08,1.0,15.19,22.8,75.12,15.07,6.62,65.21,106.7,5.62,110,上市,,,,,,,,,,,,,
5243,乙盛-KY,40.99,184.54,159.31,112.0,67.11,5.11,71.42,7.40,49.32,4.37,1.21,4.73,7.79,36.07,3.85,2.75,-7.99,92.28,-6.58,110,上市,,,,,,,,,,,,,
5244,弘凱,26.18,309.41,268.84,245.98,441.76,3.37,108.30,9.32,39.16,4.04,0.78,19.2,25.91,61.59,24.52,5.05,98.32,143.94,12.9,110,上市,,,,,,,,,,,,,
5258,虹堡,63.21,586.40,149.31,81.56,1747.00,4.21,86.69,1.85,197.29,12.47,1.08,6.07,14.71,31.12,5.29,2.51,16.21,-19.53,20.74,110,上市,,,,,,,,,,,,,
5269,祥碩,9.21,5474.97,307.56,177.8,2587.23,12.64,28.87,2.09,174.64,21.9,0.36,19.0,21.02,515.24,53.14,46.23,92.38,116.1,-3.58,110,上市,,,,,,,,,,,,,
5283,禾聯碩,32.88,297.48,217.11,106.91,650.58,6.27,58.21,2.57,142.02,4.44,1.1,13.48,19.77,115.03,12.26,10.69,-7.02,74.67,-17.13,110,上市,,,,,,,,,,,,,
