sid,grow,stable,market,link,date
1583,50%,57%,上市,https://tw.stock.yahoo.com/quote/1583.TW/health-check,2023-05-12 08:18:31.259767
2937,67%,29%,上櫃,https://tw.stock.yahoo.com/quote/2937.TWO/health-check,2023-05-12 08:18:31.259767
6214,83%,43%,上市,https://tw.stock.yahoo.com/quote/6214.TW/health-check,2023-05-12 08:18:31.259767
8349,67%,43%,上櫃,https://tw.stock.yahoo.com/quote/8349.TWO/health-check,2023-05-12 08:18:31.259767
6277,100%,86%,上市,https://tw.stock.yahoo.com/quote/6277.TW/health-check,2023-05-12 08:18:31.259767
2382,17%,29%,上市,https://tw.stock.yahoo.com/quote/2382.TW/health-check,2023-05-12 08:18:31.259767
8435,17%,57%,上櫃,https://tw.stock.yahoo.com/quote/8435.TWO/health-check,2023-05-12 08:18:31.259767
1593,83%,71%,上櫃,https://tw.stock.yahoo.com/quote/1593.TWO/health-check,2023-05-12 08:18:31.259767
8083,17%,71%,上櫃,https://tw.stock.yahoo.com/quote/8083.TWO/health-check,2023-05-12 08:18:31.259767
1521,17%,43%,上市,https://tw.stock.yahoo.com/quote/1521.TW/health-check,2023-05-12 08:18:31.259767
3551,17%,86%,上櫃,https://tw.stock.yahoo.com/quote/3551.TWO/health-check,2023-05-12 08:18:31.259767
1785,17%,43%,上櫃,https://tw.stock.yahoo.com/quote/1785.TWO/health-check,2023-05-12 08:18:31.259767
8996,100%,29%,上市,https://tw.stock.yahoo.com/quote/8996.TW/health-check,2023-05-12 08:18:31.259767
6192,50%,57%,上市,https://tw.stock.yahoo.com/quote/6192.TW/health-check,2023-05-12 08:18:31.259767
2484,33%,86%,上市,https://tw.stock.yahoo.com/quote/2484.TW/health-check,2023-05-12 08:18:31.259767
