,sid,year,season,price,share,ave
187,1256,2017, Q3,1859612128,12313421,151
188,1256,2017, Q4,589320881,4120890,143
189,1256,2018, Q1,1606702554,9860400,162
190,1256,2018, Q2,1570806079,8788935,178
191,1256,2018, Q3,870812681,5151756,169
192,1256,2018, Q4,354856939,2550060,139
193,1256,2019, Q1,447108405,2763400,161
194,1256,2019, Q2,594202758,3286458,180
195,1256,2019, Q3,3063811001,14300150,214
196,1256,2019, Q4,1162764603,5450469,213
197,1256,2020, Q1,1598398496,8039949,198
198,1256,2020, Q2,720991359,3596711,200
199,1256,2020, Q3,1142803720,4914518,232
200,1256,2020, Q4,1229335425,4146355,296
201,1256,2021, Q1,1362620677,3535543,385
202,1256,2021, Q2,1639306151,3694783,443
203,1256,2021, Q3,2566212994,5834360,439
204,1256,2021, Q4,1033778324,2937020,351
205,1256,2022, Q1,510725237,1654759,308
206,1256,2022, Q2,523876103,1951113,268
207,1256,2022, Q3,226095929,918872,246
208,1256,2022, Q4,239339852,966533,247
209,1256,2023, Q1,638236856,1980074,322
210,1256,2023, Q2,138276647,442265,312
211,1308,2006, Q1,913275850,66231305,13
212,1308,2006, Q2,1268493076,92818811,13
213,1308,2006, Q3,712572675,59062934,12
214,1308,2006, Q4,1992202060,149079106,13
215,1308,2007, Q1,1000139534,71889889,13
216,1308,2007, Q2,1929385197,123504905,15
217,1308,2007, Q3,7364910236,340259054,21
218,1308,2007, Q4,8622903999,330127905,26
219,1308,2008, Q1,4193996912,167877173,24
220,1308,2008, Q2,6765108184,232555012,29
221,1308,2008, Q3,2436524016,119480134,20
222,1308,2008, Q4,1392428455,100170304,13
223,1308,2009, Q1,1837121051,115366281,15
224,1308,2009, Q2,5257055868,257474554,20
225,1308,2009, Q3,4622259695,207956207,22
226,1308,2009, Q4,5045841632,199220580,25
227,1308,2010, Q1,5231817751,183433802,28
228,1308,2010, Q2,3235564713,114669452,28
229,1308,2010, Q3,6054497653,208018297,29
230,1308,2010, Q4,14659400760,383540999,38
231,1308,2011, Q1,15918079947,327342937,48
232,1308,2011, Q2,7033444857,140281037,50
233,1308,2011, Q3,11759277656,236041213,49
234,1308,2011, Q4,6024710098,168304352,35
235,1308,2012, Q1,5313627076,141722403,37
236,1308,2012, Q2,1714278368,51658877,33
237,1308,2012, Q3,3689528074,117197370,31
238,1308,2012, Q4,1674153470,67717313,24
239,1308,2013, Q1,2412075744,90518717,26
240,1308,2013, Q2,1249706311,54064685,23
241,1308,2013, Q3,2162137026,89999056,24
242,1308,2013, Q4,2742818490,106954106,25
243,1308,2014, Q1,2207045445,86854206,25
244,1308,2014, Q2,1873854719,76276360,24
245,1308,2014, Q3,1642835583,72929238,22
246,1308,2014, Q4,1708686322,79075699,21
247,1308,2015, Q1,2028982477,89277449,22
248,1308,2015, Q2,1568096551,74840076,20
249,1308,2015, Q3,999315903,59263657,16
250,1308,2015, Q4,787678255,43432200,18
251,1308,2016, Q1,782864070,42328169,18
252,1308,2016, Q2,416493890,23487195,17
253,1308,2016, Q3,631696378,35406821,17
254,1308,2016, Q4,1680496053,88013828,19
255,1308,2017, Q1,974060311,50879207,19
256,1308,2017, Q2,531357424,28626480,18
257,1308,2017, Q3,1091389584,57557920,18
258,1308,2017, Q4,967256121,50525298,19
259,1308,2018, Q1,560487991,30583864,18
260,1308,2018, Q2,385375947,21452627,17
261,1308,2018, Q3,278183139,16390617,16
262,1308,2018, Q4,728519878,53514656,13
263,1308,2019, Q1,379387275,27008466,14
264,1308,2019, Q2,382910392,27133182,14
265,1308,2019, Q3,828467213,55469930,14
266,1308,2019, Q4,772042845,49260826,15
267,1308,2020, Q1,825513883,57964460,14
268,1308,2020, Q2,2821429200,160380124,17
269,1308,2020, Q3,4210153006,218500351,19
270,1308,2020, Q4,4547648330,227230449,20
271,1308,2021, Q1,6919630344,304621170,22
272,1308,2021, Q2,38462680735,1219776087,31
273,1308,2021, Q3,64953279939,1533112824,42
274,1308,2021, Q4,48581968326,1135448239,42
275,1308,2022, Q1,16377985254,436078021,37
276,1308,2022, Q2,5499245841,172938872,31
277,1308,2022, Q3,3943354990,142113455,27
278,1308,2022, Q4,2905284256,107029457,27
279,1308,2023, Q1,2227819016,76862039,28
280,1308,2023, Q2,1392920463,47831666,29
281,1313,2006, Q1,2801328574,247732309,11
282,1313,2006, Q2,4074603596,363691517,11
283,1313,2006, Q3,4311123566,372288863,11
284,1313,2006, Q4,12026682799,845706994,14
285,1313,2007, Q1,5352496334,316242525,16
286,1313,2007, Q2,6371232155,348789212,18
287,1313,2007, Q3,17969753656,776431289,23
288,1313,2007, Q4,12791593607,572366019,22
289,1313,2008, Q1,6153332605,330507309,18
290,1313,2008, Q2,10000139870,481986906,20
291,1313,2008, Q3,3097727449,206873613,14
292,1313,2008, Q4,2226681395,246908184,9
293,1313,2009, Q1,1924737453,189073264,10
294,1313,2009, Q2,9278137545,641981669,14
295,1313,2009, Q3,5747028120,395445064,14
296,1313,2009, Q4,7050127629,430076362,16
297,1313,2010, Q1,8033292331,458154680,17
298,1313,2010, Q2,9185417301,493584535,18
299,1313,2010, Q3,9831882787,505853777,19
300,1313,2010, Q4,15575615592,675341178,23
301,1313,2011, Q1,7195692345,305970001,23
302,1313,2011, Q2,7591012561,318094117,23
303,1313,2011, Q3,6738554463,339122403,19
304,1313,2011, Q4,2420049995,165096441,14
305,1313,2012, Q1,4498846023,250880071,17
306,1313,2012, Q2,1324772300,82388190,16
307,1313,2012, Q3,1987224014,119788205,16
308,1313,2012, Q4,1039875817,65958661,15
309,1313,2013, Q1,1171978055,70737361,16
310,1313,2013, Q2,1209972268,77933908,15
311,1313,2013, Q3,1714398427,115951453,14
312,1313,2013, Q4,1359420488,94904812,14
313,1313,2014, Q1,889711131,63340612,14
314,1313,2014, Q2,1164146703,87260641,13
315,1313,2014, Q3,812747167,66216674,12
316,1313,2014, Q4,715514451,66916958,10
317,1313,2015, Q1,1022760267,89747549,11
318,1313,2015, Q2,946722744,84785871,11
319,1313,2015, Q3,874717037,93773452,9
320,1313,2015, Q4,793106354,84070275,9
321,1313,2016, Q1,653178711,72774519,8
322,1313,2016, Q2,329256602,37086250,8
323,1313,2016, Q3,568585888,58967921,9
324,1313,2016, Q4,3106311380,258031768,12
325,1313,2017, Q1,2108108521,154927141,13
326,1313,2017, Q2,980825716,74367881,13
327,1313,2017, Q3,3125631024,206468617,15
328,1313,2017, Q4,6694596890,376033814,17
329,1313,2018, Q1,3268937920,175350146,18
330,1313,2018, Q2,4104304366,201985608,20
331,1313,2018, Q3,2832378543,159830299,17
332,1313,2018, Q4,1444522767,117939421,12
333,1313,2019, Q1,1110931994,87622773,12
334,1313,2019, Q2,1053439857,88478136,11
335,1313,2019, Q3,745318798,69508879,10
336,1313,2019, Q4,816827591,76765512,10
337,1313,2020, Q1,934917853,96775723,9
338,1313,2020, Q2,942879333,99013229,9
339,1313,2020, Q3,4282466296,344176342,12
340,1313,2020, Q4,11370303512,675291139,16
341,1313,2021, Q1,10788077074,592310697,18
342,1313,2021, Q2,47884789455,1820847175,26
343,1313,2021, Q3,26821966172,995697695,26
344,1313,2021, Q4,7221757229,315457140,22
345,1313,2022, Q1,4433497761,217004524,20
346,1313,2022, Q2,1985007214,117484792,16
347,1313,2022, Q3,1273016589,92060450,13
348,1313,2022, Q4,1349727331,102310084,13
349,1313,2023, Q1,1404354563,94451561,14
350,1313,2023, Q2,387431714,25832995,14
351,1326,2006, Q1,25300432020,488819571,51
352,1326,2006, Q2,27639291001,545522986,50
353,1326,2006, Q3,21418116767,448242007,47
354,1326,2006, Q4,18156052822,350283992,51
355,1326,2007, Q1,31308869067,520709435,60
356,1326,2007, Q2,41260272148,578072861,71
357,1326,2007, Q3,56433620043,719040705,78
358,1326,2007, Q4,52567969241,622428327,84
359,1326,2008, Q1,58561746023,757814102,77
360,1326,2008, Q2,58548044309,783588535,74
361,1326,2008, Q3,27209555551,505344349,53
362,1326,2008, Q4,25023257857,511884068,48
363,1326,2009, Q1,17234929281,442904802,38
364,1326,2009, Q2,27265392381,537982491,50
365,1326,2009, Q3,21104493876,376797224,56
366,1326,2009, Q4,23934216921,365450749,65
367,1326,2010, Q1,31152350304,433864538,71
368,1326,2010, Q2,34300841274,460267036,74
369,1326,2010, Q3,25902167525,358666599,72
370,1326,2010, Q4,60103419388,670418725,89
371,1326,2011, Q1,71920823019,701773551,102
372,1326,2011, Q2,60455141744,551229410,109
373,1326,2011, Q3,67668774290,779129208,86
374,1326,2011, Q4,42403442772,510744347,83
375,1326,2012, Q1,40337165895,470065987,85
376,1326,2012, Q2,28366839915,355381771,79
377,1326,2012, Q3,19795271604,253307861,78
378,1326,2012, Q4,25134913890,366925350,68
379,1326,2013, Q1,22304755834,292983572,76
380,1326,2013, Q2,21213463029,303136962,69
381,1326,2013, Q3,23388279894,306786597,76
382,1326,2013, Q4,22355635127,269407774,82
383,1326,2014, Q1,21149558273,277156397,76
384,1326,2014, Q2,14221940568,194940039,72
385,1326,2014, Q3,15184380870,209063141,72
386,1326,2014, Q4,14610561935,216371430,67
387,1326,2015, Q1,16084087716,232635888,69
388,1326,2015, Q2,23179062719,305732058,75
389,1326,2015, Q3,17896904953,256871743,69
390,1326,2015, Q4,19048907457,265174166,71
391,1326,2016, Q1,20010778839,270610209,73
392,1326,2016, Q2,27358283289,333714046,81
393,1326,2016, Q3,25595209971,308392457,82
394,1326,2016, Q4,38068764563,405162374,93
395,1326,2017, Q1,30737194698,320317135,95
396,1326,2017, Q2,47117595547,513300743,91
397,1326,2017, Q3,23145256830,248579286,93
398,1326,2017, Q4,26700555991,280296167,95
399,1326,2018, Q1,51662911806,480203161,107
400,1326,2018, Q2,61207655961,538098446,113
401,1326,2018, Q3,53393239729,444228203,120
402,1326,2018, Q4,43442572544,391227013,111
403,1326,2019, Q1,33486478389,314933168,106
404,1326,2019, Q2,39985331997,369129315,108
405,1326,2019, Q3,33810138553,368953442,91
406,1326,2019, Q4,22532432121,256079074,87
407,1326,2020, Q1,29973387021,396248156,75
408,1326,2020, Q2,34034574778,466995858,72
409,1326,2020, Q3,26209996333,376460876,69
410,1326,2020, Q4,33909047024,442234164,76
411,1326,2021, Q1,34801148303,408739094,85
412,1326,2021, Q2,36228172134,411247940,88
413,1326,2021, Q3,21831032789,262485695,83
414,1326,2021, Q4,19738002206,243345678,81
415,1326,2022, Q1,16984734672,212619526,79
416,1326,2022, Q2,24217017370,302885035,79
417,1326,2022, Q3,17917997032,261681766,68
418,1326,2022, Q4,14668721036,208313576,70
419,1326,2023, Q1,10378106716,146635599,70
420,1326,2023, Q2,2212369269,31893432,69
421,1451,2006, Q1,905473515,42139195,21
422,1451,2006, Q2,2735046919,141191252,19
423,1451,2006, Q3,1246062380,73192006,17
424,1451,2006, Q4,2685639841,142279117,18
425,1451,2007, Q1,1920154910,96116611,19
426,1451,2007, Q2,2092037053,95381584,21
427,1451,2007, Q3,3206638682,134800848,23
428,1451,2007, Q4,1096864990,52240364,20
429,1451,2008, Q1,712215926,35547693,20
430,1451,2008, Q2,2581000307,130175418,19
431,1451,2008, Q3,1567998982,113691149,13
432,1451,2008, Q4,319512061,39083642,8
433,1451,2009, Q1,198651734,23822080,8
434,1451,2009, Q2,2264339645,193679575,11
435,1451,2009, Q3,4089349133,260124472,15
436,1451,2009, Q4,3943794559,231303653,17
437,1451,2010, Q1,3121476408,173599304,17
438,1451,2010, Q2,1661222205,92458132,17
439,1451,2010, Q3,3688456615,185372366,19
440,1451,2010, Q4,4235821661,178093512,23
441,1451,2011, Q1,2137260360,89176017,23
442,1451,2011, Q2,1416812948,59338472,23
443,1451,2011, Q3,1059314313,45829640,23
444,1451,2011, Q4,671510141,32671981,20
445,1451,2012, Q1,961326268,44379091,21
446,1451,2012, Q2,579050014,29634617,19
447,1451,2012, Q3,323997227,16395329,19
448,1451,2012, Q4,265376883,12943222,20
449,1451,2013, Q1,349186845,16591144,21
450,1451,2013, Q2,5567504452,206998078,26
451,1451,2013, Q3,3733332766,136766407,27
452,1451,2013, Q4,5691410045,180992630,31
453,1451,2014, Q1,1468071848,47408571,30
454,1451,2014, Q2,931888748,31118203,29
455,1451,2014, Q3,842153810,30421165,27
456,1451,2014, Q4,506741360,19869842,25
457,1451,2015, Q1,327497707,12304793,26
458,1451,2015, Q2,734501014,26755217,27
459,1451,2015, Q3,274171678,12714663,21
460,1451,2015, Q4,261891445,11958740,21
461,1451,2016, Q1,303406752,13308239,22
462,1451,2016, Q2,280845080,11606141,24
463,1451,2016, Q3,269990415,11255408,23
464,1451,2016, Q4,174766025,7286624,23
465,1451,2017, Q1,775102619,29126413,26
466,1451,2017, Q2,759978516,29236776,25
467,1451,2017, Q3,492635749,21609153,22
468,1451,2017, Q4,425975537,14733119,28
469,1451,2018, Q1,461833698,18644887,24
470,1451,2018, Q2,374825324,14799441,25
471,1451,2018, Q3,271217944,11059097,24
472,1451,2018, Q4,312930003,12524660,24
473,1451,2019, Q1,227829733,8510941,26
474,1451,2019, Q2,487532976,17563752,27
475,1451,2019, Q3,295211886,11869558,24
476,1451,2019, Q4,322285443,14764314,21
477,1451,2020, Q1,236082305,12873850,18
478,1451,2020, Q2,521084323,32326267,16
479,1451,2020, Q3,328105622,19734187,16
480,1451,2020, Q4,153881799,9190992,16
481,1451,2021, Q1,268538328,16192208,16
482,1451,2021, Q2,1854314902,87616280,21
483,1451,2021, Q3,1022541091,45673491,22
484,1451,2021, Q4,727430817,37128306,19
485,1451,2022, Q1,131690936,6389352,20
486,1451,2022, Q2,698018071,30864351,22
487,1451,2022, Q3,903011217,36842547,24
488,1451,2022, Q4,574315693,26577157,21
489,1451,2023, Q1,479009273,21352032,22
490,1451,2023, Q2,110700768,4840859,22
491,1513,2017, Q1,1464363474,71048094,20
492,1513,2017, Q2,1366989026,67516011,20
493,1513,2017, Q3,4301219812,194308316,22
494,1513,2017, Q4,4815562758,219062295,21
495,1513,2018, Q1,2083937242,96537259,21
496,1513,2018, Q2,2906151636,130731171,22
497,1513,2018, Q3,1386281940,65964597,21
498,1513,2018, Q4,1138937416,55405757,20
499,1513,2019, Q1,428170520,21199656,20
500,1513,2019, Q2,1192743709,56921206,20
501,1513,2019, Q3,799220221,38381991,20
502,1513,2019, Q4,1497369891,68299701,21
503,1513,2020, Q1,5847633227,226594716,25
504,1513,2020, Q2,4301725231,160847459,26
505,1513,2020, Q3,48656787997,1099819949,44
506,1513,2020, Q4,117617000353,2221630976,52
507,1513,2021, Q1,44754305983,885265006,50
508,1513,2021, Q2,32196725990,611062246,52
509,1513,2021, Q3,11676675919,238022457,49
510,1513,2021, Q4,13107399781,299390659,43
511,1513,2022, Q1,24913254316,486491580,51
512,1513,2022, Q2,51532847326,957449351,53
513,1513,2022, Q3,71786749275,1200001134,59
514,1513,2022, Q4,62266550470,1022244165,60
515,1513,2023, Q1,133157745456,1534305231,86
516,1513,2023, Q2,59372500823,555877300,106
517,1514,2017, Q1,511181121,50309060,10
518,1514,2017, Q2,611221738,57065365,10
519,1514,2017, Q3,630404647,60851331,10
520,1514,2017, Q4,1377456283,121175941,11
521,1514,2018, Q1,1692258560,138381029,12
522,1514,2018, Q2,7453154466,437832189,17
523,1514,2018, Q3,1349046452,90738671,14
524,1514,2018, Q4,858289990,65160910,13
525,1514,2019, Q1,760214173,53827714,14
526,1514,2019, Q2,1161180031,72362490,16
527,1514,2019, Q3,1576063313,90301154,17
528,1514,2019, Q4,1109289452,64283616,17
529,1514,2020, Q1,3164483924,163952110,19
530,1514,2020, Q2,2727270671,130141920,20
531,1514,2020, Q3,8089355844,300853714,26
532,1514,2020, Q4,3913759495,140604714,27
533,1514,2021, Q1,1654506407,65404531,25
534,1514,2021, Q2,3415177257,132441647,25
535,1514,2021, Q3,1405539132,54596141,25
536,1514,2021, Q4,815172740,33446726,24
537,1514,2022, Q1,4342411435,158042317,27
538,1514,2022, Q2,6400776103,222491974,28
539,1514,2022, Q3,12334060616,370726630,33
540,1514,2022, Q4,4134171055,144546982,28
541,1514,2023, Q1,15187061934,406855247,37
542,1514,2023, Q2,14749633434,307145418,48
543,1516,2006, Q1,19638868,5927584,3
544,1516,2006, Q2,78560454,21339535,3
545,1516,2006, Q3,23042738,7197996,3
546,1516,2006, Q4,440085800,70830802,6
547,1516,2007, Q1,303650571,45453380,6
548,1516,2007, Q2,424259689,56975506,7
549,1516,2007, Q3,1507829393,124046177,12
550,1516,2007, Q4,141264050,18775292,7
551,1516,2008, Q1,109248376,16267642,6
552,1516,2008, Q2,1083203150,105735300,10
553,1516,2008, Q3,861568003,84098517,10
554,1516,2008, Q4,6142029493,332480051,18
555,1516,2009, Q1,2015482597,142242478,14
556,1516,2009, Q2,2550269005,180808035,14
557,1516,2009, Q3,1738030102,131932594,13
558,1516,2009, Q4,1001966496,84275626,11
559,1516,2010, Q1,4810740643,319337069,15
560,1516,2010, Q2,1650395463,142495869,11
561,1516,2010, Q3,817033148,81401855,10
562,1516,2010, Q4,235615879,53828569,4
563,1516,2011, Q1,22295610,8125072,2
564,1516,2011, Q2,18955908,8531280,2
565,1516,2011, Q3,31651339,9389922,3
566,1516,2011, Q4,10840813,1973938,5
567,1516,2012, Q1,7674811,1486125,5
568,1516,2012, Q2,6772816,1442721,4
569,1516,2012, Q3,4106162,1198933,3
570,1516,2012, Q4,7361450,740614,9
571,1516,2013, Q1,27970199,2242847,12
572,1516,2013, Q2,3220749,261646,12
573,1516,2013, Q3,4291462,344751,12
574,1516,2013, Q4,3360448,280260,11
575,1516,2014, Q1,2029165,168801,12
576,1516,2014, Q2,2390230,219357,10
577,1516,2014, Q3,3991936,305051,13
578,1516,2014, Q4,6047194,429243,14
579,1516,2015, Q1,29218553,1475673,19
580,1516,2015, Q2,22344825,811371,27
581,1516,2015, Q3,60353814,2690089,22
582,1516,2015, Q4,43156177,1852726,23
583,1516,2016, Q1,196176944,7155511,27
584,1516,2016, Q2,50490440,2059975,24
585,1516,2016, Q3,80472710,3211970,25
586,1516,2016, Q4,19017066,1093553,17
587,1516,2017, Q1,149897743,7100197,21
588,1516,2017, Q2,99153181,5742762,17
589,1516,2017, Q3,41682523,2779025,14
590,1516,2017, Q4,259954044,14309153,18
591,1516,2018, Q1,764378991,33962599,22
592,1516,2018, Q2,189667239,9080409,20
593,1516,2018, Q3,104151529,5288298,19
594,1516,2018, Q4,51529763,3139737,16
595,1516,2019, Q1,13811255,865357,15
596,1516,2019, Q2,41691746,2520708,16
597,1516,2019, Q3,31390635,1978843,15
598,1516,2019, Q4,55978852,3477367,16
599,1516,2020, Q1,192499360,11894484,16
600,1516,2020, Q2,83738568,6197998,13
601,1516,2020, Q3,386246779,22528543,17
602,1516,2020, Q4,659206727,30472308,21
603,1516,2021, Q1,220745612,8997149,24
604,1516,2021, Q2,166474175,7242922,22
605,1516,2021, Q3,60069553,2923462,20
606,1516,2021, Q4,280933095,11926517,23
607,1516,2022, Q1,1836768245,62394375,29
608,1516,2022, Q2,1825549826,64947292,28
609,1516,2022, Q3,686660989,28858614,23
610,1516,2022, Q4,350503737,15624449,22
611,1516,2023, Q1,467873526,22706637,20
612,1516,2023, Q2,115681419,5645881,20
613,1521,2006, Q1,162310828,5435676,29
614,1521,2006, Q2,264745368,8957723,29
615,1521,2006, Q3,329266143,14112340,23
616,1521,2006, Q4,606505450,24460675,24
